S265Swp
IMP=ohm,,MAVE=0
MEMO=20220829_101
DATE=2022/09/06 14:40:33
FREQ , SPL, Imp, Phs, 2nd, 3rd
   43.40, 55.570, 21.983,115.000, 29.840, 21.640
   44.03, 55.830, 22.085,115.600, 30.070, 22.590
   44.67, 56.070, 22.136,116.200, 30.050, 21.700
   45.32, 56.560, 22.238,120.400, 29.350, 25.850
   45.97, 56.310, 22.315,117.400, 28.780, 22.650
   46.64, 57.240, 22.392,125.000, 25.340, 21.240
   47.32, 56.830, 22.495,119.800, 28.960, 23.270
   48.00, 57.820, 22.599,127.400, 31.680, 24.160
   48.70, 57.700, 22.677,125.800, 32.920, 23.670
   49.40, 58.080, 22.782,127.600, 33.010, 22.060
   50.12, 58.350, 22.887,128.400, 32.110, 22.720
   50.85, 58.510, 22.966,132.000, 30.860, 22.250
   51.58, 58.900, 23.099,134.200, 29.700, 20.730
   52.33, 59.140, 23.205,136.200, 28.150, 22.040
   53.09, 59.510, 23.339,138.800, 29.030, 25.000
   53.86, 59.500, 23.447,138.200, 30.510, 25.940
   54.64, 59.850, 23.555,140.200, 31.860, 23.900
   55.43, 60.100, 23.691,143.200, 31.820, 21.270
   56.23, 60.390, 23.801,144.200, 30.790, 23.730
   57.05, 60.600, 23.966,146.000, 30.140, 23.840
   57.88, 60.990, 24.187,148.600, 30.990, 21.450
   58.72, 61.440, 24.411,150.800, 29.640, 20.530
   59.57, 61.290, 24.552,148.600, 31.440, 21.310
   60.43, 61.980, 24.722,153.400, 33.170, 21.070
   61.31, 62.030, 24.894,153.800, 33.990, 19.740
   62.19, 62.390, 25.153,158.000, 33.590, 21.410
   63.10, 62.550, 25.444,157.800, 32.630, 25.020
   64.01, 62.750, 25.621,160.800, 32.130, 24.060
   64.94, 63.270, 25.947,162.600, 32.440, 20.510
   65.88, 63.460, 26.278,162.400, 31.580, 17.940
   66.83, 63.680, 26.460,164.800, 33.770, 20.020
   67.80, 63.970, 26.859,168.000, 33.920, 19.870
   68.79, 64.270, 27.233,167.800, 34.980, 19.640
   69.78, 64.360, 27.485,170.400, 34.270, 19.680
   70.79, 64.700, 27.899,172.600, 31.700, 22.910
   71.82, 65.080, 28.320,174.200, 31.080, 24.270
   72.86, 65.260, 28.813,173.600, 32.250, 22.190
   73.92, 65.490, 29.248,  0.000, 31.760, 20.640
   74.99, 65.790, 29.826,  0.800, 33.520, 23.590
   76.08, 66.010, 30.310,  1.800, 34.540, 19.320
   77.18, 66.340, 30.945,  2.800, 34.430, 22.890
   78.30, 66.520, 31.557,  4.800, 33.400, 20.930
   79.43, 66.840, 32.217,  6.400, 32.380, 20.700
   80.58, 67.110, 33.196,  8.600, 31.030, 26.850
   81.75, 67.440, 33.970,  9.600, 29.360, 27.070
   82.94, 67.670, 34.801, 12.000, 30.120, 26.000
   84.14, 68.040, 35.982, 12.600, 32.550, 25.950
   85.36, 68.270, 36.990, 15.400, 32.470, 26.240
   86.60, 68.580, 37.983, 17.800, 31.520, 27.470
   87.85, 68.920, 39.636, 20.400, 29.130, 25.940
   89.13, 69.270, 41.266, 21.600, 28.990, 22.480
   90.42, 69.610, 43.111, 24.400, 29.320, 24.420
   91.73, 69.860, 44.678, 27.400, 29.070, 24.250
   93.06, 70.010, 46.301, 31.000, 28.720, 22.010
   94.41, 70.280, 48.763, 33.800, 29.010, 24.190
   95.77, 70.420, 51.593, 37.800, 29.710, 22.800
   97.16, 70.490, 54.713, 40.800, 28.190, 22.500
   98.57, 70.480, 58.088, 44.800, 25.060, 25.210
  100.00, 70.340, 61.886, 48.600, 23.200, 24.660
  101.45, 70.000, 66.235, 52.800, 23.330, 23.500
  102.92, 69.290, 71.054, 54.600, 24.030, 23.630
  104.41, 68.360, 76.664, 54.200, 23.800, 22.550
  105.93, 68.280, 83.674, 45.800, 25.210, 20.990
  107.46, 69.820, 94.534, 39.200, 25.200, 23.000
  109.02, 71.170,108.041, 40.600, 21.270, 21.940
  110.60, 71.450,118.875, 46.800, 18.530, 22.140
  112.20, 71.240,130.795, 52.200, 22.360, 25.360
  113.83, 71.380,146.923, 52.600, 18.660, 24.300
  115.48, 71.920,161.469, 53.200, 20.570, 23.830
  117.15, 71.930,166.567, 56.400, 14.280, 21.770
  118.85, 72.070,165.230, 59.400, 23.110, 22.510
  120.57, 72.320,155.629, 61.000, 24.540, 23.950
  122.32, 72.380,141.609, 64.200, 20.080, 21.930
  124.09, 72.580,126.791, 65.600, 12.760, 18.110
  125.89, 72.690,113.133, 67.600,  8.420, 23.160
  127.72, 72.860,101.646, 70.200,  9.090, 19.030
  129.57, 73.000, 91.536, 72.400, 17.020, 19.440
  131.45, 73.080, 83.289, 74.400, 22.840, 20.890
  133.35, 73.190, 76.399, 77.000, 24.820, 20.740
  135.29, 73.270, 69.517, 80.000, 23.210, 18.910
  137.25, 73.290, 63.840, 81.400, 22.160, 17.540
  139.24, 73.260, 59.373, 84.600, 23.270, 20.820
  141.25, 73.200, 56.116, 86.800, 21.090, 17.830
  143.30, 73.080, 53.222, 88.600, 24.350, 21.200
  145.38, 73.060, 50.303, 89.200, 23.750, 21.470
  147.49, 73.200, 47.708, 89.800, 20.940, 14.140
  149.62, 73.470, 45.299, 91.000, 22.160, 11.280
  151.79, 73.640, 43.260, 94.000, 21.960, 10.720
  153.99, 73.600, 41.600, 96.600, 21.640, 15.660
  156.22, 73.530, 39.911, 98.600, 22.650, 19.840
  158.49, 73.470, 38.379,100.400, 24.280, 15.440
  160.79, 73.430, 37.161,102.000, 23.810, 19.590
  163.12, 73.540, 36.024,102.800, 21.740, 14.750
  165.48, 73.630, 34.921,105.000, 24.430, 15.570
  167.88, 73.530, 33.970,107.200, 22.640, 16.130
  170.31, 73.300, 33.235,110.400, 24.960, 14.210
  172.78, 73.020, 32.515,110.600, 26.540, 14.810
  175.29, 72.910, 31.702,110.400, 27.020, 16.060
  177.83, 73.130, 31.016,109.400, 26.220,  9.310
  180.41, 73.430, 30.345,110.800, 25.350, 12.490
  183.02, 73.400, 29.929,113.800, 22.210, 13.200
  185.67, 73.330, 29.518,115.200, 21.020, 14.980
  188.36, 73.270, 29.113,116.600, 22.340,  7.350
  191.10, 73.160, 28.714,118.400, 15.660, 15.500
  193.87, 73.190, 28.255,118.400, 12.370, 14.730
  196.68, 73.250, 27.771,119.000, 14.880, 14.720
  199.53, 73.320, 27.264,120.400, 18.700, 11.540
  202.42, 73.280, 26.828,121.800, 21.470, 10.280
  205.35, 73.270, 26.460,122.800, 21.320,  9.350
  208.33, 73.250, 26.157,124.000, 21.990, 13.040
  211.35, 73.270, 25.887,125.600, 22.430,  8.360
  214.41, 73.260, 25.562,126.000, 22.340,  8.920
  217.52, 73.280, 25.269,127.600, 23.850,  8.070
  220.67, 73.340, 25.037,127.800, 20.380, 11.200
  223.87, 73.310, 24.808,130.000, 16.430, 16.720
  227.12, 73.270, 24.609,131.600, 15.020, 14.200
  230.41, 73.090, 24.411,133.400, 19.240, 12.910
  233.75, 72.910, 24.243,133.600, 23.140, 11.510
  237.14, 72.790, 24.049,134.400, 19.040, 12.690
  240.57, 72.770, 23.883,133.800, 22.110, 12.200
  244.06, 72.790, 23.719,133.400, 19.580, 10.360
  247.60, 72.930, 23.555,134.000, 20.090,  9.660
  251.19, 73.000, 23.366,135.000, 20.400, 10.790
  254.83, 73.000, 23.232,137.200, 19.600, 10.810
  258.52, 72.970, 23.125,137.400, 19.540, 13.520
  262.27, 72.930, 22.993,139.000, 20.440, 11.070
  266.07, 72.870, 22.834,139.400, 18.200, 11.770
  269.93, 72.870, 22.730,139.600, 21.390, 11.970
  273.84, 72.810, 22.625,141.600, 20.230, 11.270
  277.81, 72.810, 22.495,141.000, 20.880, 10.280
  281.84, 72.770, 22.418,142.000, 20.830, 11.050
  285.92, 72.810, 22.340,142.800, 17.070, 14.160
  290.07, 72.820, 22.263,143.400, 20.090, 15.400
  294.27, 72.780, 22.161,145.000, 17.140, 12.860
  298.54, 72.700, 22.085,145.800, 19.230, 13.740
  302.87, 72.580, 21.983,145.800, 16.940, 13.660
  307.26, 72.510, 21.907,146.800, 17.250,  9.570
  311.71, 72.470, 21.832,146.400, 15.470, 10.760
  316.23, 72.450, 21.782,147.000, 18.860, 11.010
  320.81, 72.520, 21.682,146.400, 19.470,  9.940
  325.46, 72.590, 21.657,147.000, 17.820, 11.450
  330.18, 72.650, 21.557,148.200, 18.550,  7.710
  334.97, 72.630, 21.532,149.200, 16.610, 11.860
  339.82, 72.540, 21.483,150.600, 16.490, 11.670
  344.75, 72.450, 21.409,150.600, 17.160, 10.200
  349.74, 72.410, 21.359,150.400, 16.660, 11.920
  354.81, 72.410, 21.310,151.200, 17.760,  9.170
  359.96, 72.430, 21.261,151.400, 16.270,  9.800
  365.17, 72.410, 21.212,152.000, 15.200, 11.850
  370.47, 72.410, 21.188,152.400,  9.910, 10.120
  375.84, 72.370, 21.139,153.000, 14.690,  8.670
  381.29, 72.370, 21.091,153.000,  9.840, 11.170
  386.81, 72.400, 21.042,153.800, 16.050, 10.450
  392.42, 72.440, 21.018,154.000, 13.190, 11.560
  398.11, 72.410, 20.994,156.400, 14.030,  6.290
  403.88, 72.210, 20.970,157.000, 15.580,  9.020
  409.73, 71.790, 20.945,157.200, 16.180,  8.980
  415.67, 71.610, 20.897,155.000, 12.560,  7.990
  421.70, 71.930, 20.849,152.800, 14.930, 10.340
  427.81, 72.140, 20.801,154.200, 14.950, 12.850
  434.01, 72.160, 20.777,154.800, 13.210, 10.490
  440.30, 72.160, 20.753,155.000, 15.780,  6.070
  446.68, 72.090, 20.753,155.800, 14.350,  7.680
  453.16, 72.070, 20.706,155.400, 14.000,  9.390
  459.73, 72.200, 20.682,154.400, 13.970,  7.690
  466.39, 72.290, 20.658,155.600, 13.630,  9.650
  473.15, 72.350, 20.634,155.600,  7.440,  9.450
  480.01, 72.420, 20.611,156.200, 13.350,  9.610
  486.97, 72.470, 20.587,156.400, 15.200,  7.660
  494.03, 72.500, 20.563,157.200, 12.690,  9.890
  501.19, 72.500, 20.540,157.200, 11.000,  7.000
  508.45, 72.560, 20.516,157.600, 12.150, 11.300
  515.82, 72.640, 20.492,158.400, 10.290,  8.820
  523.30, 72.680, 20.469,158.600, 12.170, 11.780
  530.88, 72.700, 20.469,160.000,  9.580,  9.010
  538.58, 72.750, 20.445,160.000, 12.380,  9.870
  546.39, 72.780, 20.422,161.400, 11.290,  7.710
  554.31, 72.760, 20.422,162.200,  9.500,  4.680
  562.34, 72.690, 20.398,162.800, 12.490,  6.660
  570.49, 72.630, 20.375,163.600, 12.280,  6.620
  578.76, 72.590, 20.351,163.800, 12.390,  8.080
  587.15, 72.530, 20.351,164.600, 10.460,  8.260
  595.66, 72.450, 20.328,165.400, 12.790,  8.540
  604.30, 72.380, 20.328,164.600,  9.810,  7.410
  613.06, 72.340, 20.304,165.400, 10.950,  7.600
  621.94, 72.350, 20.304,164.800, 11.110,  9.320
  630.96, 72.310, 20.281,165.400,  7.580, 10.200
  640.10, 72.290, 20.281,165.800, 11.260,  7.810
  649.38, 72.290, 20.258,165.000,  9.380,  7.890
  658.79, 72.270, 20.258,165.800,  8.700,  8.840
  668.34, 72.240, 20.258,166.200, 11.040,  7.210
  678.03, 72.240, 20.234,165.000,  5.750,  8.250
  687.86, 72.280, 20.234,165.800, 12.030,  6.800
  697.83, 72.340, 20.211,165.600, 10.950,  7.750
  707.95, 72.380, 20.211,166.400, 10.170,  8.310
  718.21, 72.420, 20.211,166.400, 11.050,  7.620
  728.62, 72.400, 20.211,167.400, 12.450,  9.150
  739.18, 72.320, 20.188,167.600,  8.500,  7.350
  749.89, 72.280, 20.188,167.600,  8.820,  8.820
  760.76, 72.280, 20.188,168.000,  7.600,  5.210
  771.79, 72.290, 20.188,167.800,  9.800, 10.150
  782.98, 72.260, 20.188,168.200,  8.950,  9.530
  794.33, 72.220, 20.165,168.200,  8.120,  8.120
  805.84, 72.180, 20.165,168.800, 10.200,  6.540
  817.52, 72.130, 20.165,167.600,  9.230,  6.690
  829.37, 72.140, 20.165,167.600, 10.980,  7.160
  841.40, 72.230, 20.165,166.400,  6.930,  8.050
  853.59, 72.380, 20.141,166.600,  9.650,  9.470
  865.96, 72.530, 20.141,166.800,  3.750, 10.510
  878.52, 72.660, 20.141,167.000,  7.240,  8.960
  891.25, 72.760, 20.118,168.400,  7.940,  8.240
  904.17, 72.780, 20.118,169.600,  9.100,  8.960
  917.28, 72.740, 20.118,170.600, 11.820,  9.760
  930.57, 72.590, 20.118,171.600,  8.570,  7.630
  944.06, 72.520, 20.118,171.400,  9.550,  8.300
  957.75, 72.520, 20.095,171.600,  9.310,  9.740
  971.63, 72.430, 20.095,171.600,  8.550,  8.400
  985.71, 72.280, 20.095,172.000,  9.140,  9.870
 1000.00, 72.220, 20.095,171.600,  7.330, 10.200
 1014.50, 72.210, 20.095,170.200,  9.150,  9.110
 1029.20, 72.300, 20.072,170.000,  6.890,  8.000
 1044.12, 72.400, 20.095,169.600,  8.410,  9.340
 1059.25, 72.550, 20.072,169.200,  8.220,  9.130
 1074.61, 72.690, 20.095,170.000,  9.860,  8.320
 1090.18, 72.680, 20.072,170.800,  8.710,  9.290
 1105.99, 72.620, 20.072,171.200,  9.130,  8.820
 1122.02, 72.620, 20.072,171.000,  7.870,  9.470
 1138.28, 72.670, 20.072,170.600,  8.840, 11.450
 1154.78, 72.740, 20.072,170.000,  7.700,  9.910
 1171.52, 72.840, 20.072,170.200,  6.540, 10.410
 1188.50, 73.020, 20.072,170.400,  8.910,  8.850
 1205.73, 73.130, 20.072,171.200,  9.800,  7.290
 1223.21, 73.230, 20.072,171.200, 10.080,  8.740
 1240.94, 73.340, 20.072,172.400,  6.670, 10.230
 1258.93, 73.390, 20.072,173.800,  7.010,  8.970
 1277.17, 73.290, 20.072,174.400,  8.380,  8.140
 1295.69, 73.220, 20.095,174.400,  9.890,  9.130
 1314.47, 73.260, 20.095,175.200, 11.590,  9.030
 1333.52, 73.190, 20.095,174.600,  9.030,  9.810
 1352.85, 73.250, 20.095,174.600,  9.250, 11.990
 1372.46, 73.410, 20.095,174.000,  9.650, 11.770
 1392.36, 73.610, 20.095,174.600,  8.630,  6.900
 1412.54, 73.830, 20.095,176.000,  9.480,  8.430
 1433.01, 73.850, 20.095,178.200,  9.510, 11.320
 1453.78, 73.640, 20.095,-179.600,  8.190, 10.120
 1474.86, 73.440, 20.095,179.800, 10.320, 11.330
 1496.24, 73.380, 20.095,179.400,  8.980, 11.010
 1517.92, 73.380, 20.072,179.200, 10.120,  9.870
 1539.93, 73.480, 20.072,178.000, 10.560, 10.190
 1562.25, 73.740, 20.072,179.000,  9.190,  9.220
 1584.89, 73.850, 20.072,-179.800,  7.460, 10.460
 1607.87, 73.870, 20.072,-178.400, 10.120,  9.770
 1631.17, 73.800, 20.072,-177.200, 10.220,  9.660
 1654.82, 73.750, 20.072,-176.800,  8.040, 11.620
 1678.80, 73.760, 20.072,-176.600,  9.170, 10.870
 1703.14, 73.810, 20.072,-176.000, 10.520,  9.000
 1727.83, 73.810, 20.072,-175.000,  8.660, 10.580
 1752.87, 73.910, 20.072,-174.400, 10.760,  9.260
 1778.28, 73.840, 20.072,-172.600,  8.620, 11.140
 1804.06, 73.750, 20.072,-171.200, 10.310,  8.900
 1830.21, 73.390, 20.095,-170.800,  9.570, 10.690
 1856.74, 73.200, 20.095,-171.800,  8.260,  9.330
 1883.65, 73.350, 20.118,-173.200,  9.420, 11.860
 1910.95, 73.510, 20.095,-173.600,  8.850, 11.640
 1938.65, 73.680, 20.095,-172.200, 10.010, 12.190
 1966.75, 73.640, 20.095,-171.000,  7.920, 11.710
 1995.26, 73.600, 20.095,-171.000, 11.600,  8.780
 2024.18, 73.740, 20.095,-170.600, 11.000, 10.860
 2053.53, 73.860, 20.095,-170.200, 10.230, 10.340
 2083.29, 74.040, 20.095,-168.400, 12.400, 10.860
 2113.49, 74.170, 20.095,-165.200, 11.630, 10.520
 2144.12, 74.020, 20.095,-163.000, 11.050, 11.290
 2175.20, 73.720, 20.095,-160.200, 10.160, 10.870
 2206.73, 73.350, 20.095,-158.800, 12.290,  9.620
 2238.72, 73.050, 20.095,-158.000, 11.740, 11.700
 2271.17, 72.670, 20.095,-157.200, 11.660, 11.230
 2304.09, 72.190, 20.095,-156.600, 10.360, 11.020
 2337.49, 71.590, 20.095,-158.000, 11.130, 10.520
 2371.37, 71.440, 20.095,-161.600, 11.300, 10.360
 2405.75, 71.320, 20.095,-163.000,  9.900, 10.900
 2440.62, 71.300, 20.118,-165.000, 11.260, 11.260
 2476.00, 71.390, 20.118,-167.000, 10.640,  9.420
 2511.89, 71.420, 20.118,-167.200, 12.220, 10.400
 2548.30, 71.490, 20.118,-169.400, 10.370, 10.900
 2585.23, 71.710, 20.141,-169.600, 11.820, 10.250
 2622.71, 71.980, 20.118,-169.400, 12.200,  9.080
 2660.73, 71.810, 20.141,-167.800, 11.050, 10.420
 2699.29, 71.720, 20.141,-170.200, 12.050, 10.950
 2738.42, 71.910, 20.141,-169.800, 11.520, 10.810
 2778.11, 71.950, 20.165,-170.000, 12.540, 12.340
 2818.38, 72.010, 20.165,-170.600, 13.540, 12.210
 2859.24, 72.080, 20.188,-169.800, 11.010, 11.350
 2900.68, 71.950, 20.188,-169.400, 11.100, 11.830
 2942.73, 71.980, 20.211,-171.400, 12.670, 11.770
 2985.38, 72.160, 20.211,-170.200, 11.710, 12.510
 3028.66, 71.750, 20.234,-171.200, 13.510, 11.900
 3072.56, 71.820, 20.234,-175.200, 13.280, 11.320
 3117.09, 72.530, 20.258,-177.000, 12.330, 11.460
 3162.28, 72.930, 20.281,-175.000, 11.870,  9.810
 3208.12, 73.170, 20.281,-174.400, 12.360, 11.630
 3254.62, 73.460, 20.304,-173.200, 12.360, 10.070
 3301.79, 73.660, 20.328,-169.800, 11.310,  9.820
 3349.65, 73.500, 20.328,-167.200, 11.770, 10.670
 3398.21, 73.010, 20.328,-166.000, 12.010, 11.620
 3447.47, 72.800, 20.351,-167.800, 13.700, 11.360
 3497.44, 72.820, 20.351,-168.600, 12.150, 12.180
 3548.13, 72.680, 20.375,-169.600, 10.620, 10.250
 3599.56, 73.040, 20.375,-173.000, 10.380, 12.470
 3651.74, 73.390, 20.375,-171.800,  9.990, 12.010
 3704.67, 73.550, 20.375,-171.200, 10.470, 11.610
 3758.37, 73.920, 20.398,-171.600, 10.910, 11.910
 3812.85, 74.270, 20.398,-168.000, 12.180, 11.240
 3868.12, 74.010, 20.422,-164.400, 11.620, 11.480
 3924.19, 73.400, 20.445,-162.200, 12.960, 10.690
 3981.07, 72.850, 20.469,-164.000, 12.490, 10.110
 4038.78, 72.360, 20.492,-167.200, 12.350, 12.080
 4097.32, 72.080, 20.516,-173.400, 12.330, 10.860
 4156.71, 72.440, 20.563,179.200, 12.060, 10.430
 4216.97, 72.990, 20.611,173.600, 11.820, 10.770
 4278.09, 74.310, 20.658,166.600, 12.570, 11.180
 4340.10, 76.120, 20.730,166.000, 13.080, 10.580
 4403.01, 77.560, 20.777,169.600, 13.100, 11.480
 4466.84, 78.770, 20.825,174.200, 15.960, 10.020
 4531.58, 79.930, 20.825,-178.200, 14.410, 10.040
 4597.27, 80.500, 20.825,-168.600, 17.220, 10.570
 4663.91, 80.780, 20.873,-160.000, 16.920, 11.830
 4731.51, 80.610, 20.945,-151.400, 17.520, 11.250
 4800.10, 80.120, 21.066,-145.200, 19.620, 11.630
 4869.68, 79.950, 21.286,-141.800, 20.160, 12.200
 4940.26, 79.900, 21.557,-137.000, 21.390, 11.930
 5011.87, 79.780, 21.958,-130.200, 23.450, 13.160
 5084.52, 79.040, 22.289,-122.400, 25.110, 12.890
 5158.22, 77.930, 22.315,-118.800, 25.190, 14.020
 5232.99, 77.030, 21.958,-117.200, 24.070, 12.850
 5308.84, 75.570, 21.508,-118.800, 21.280, 13.220
 5385.80, 75.190, 21.164,-127.600, 17.700, 12.220
 5463.87, 76.030, 20.970,-132.600, 14.970, 11.950
 5543.07, 77.050, 20.873,-131.000, 13.460, 12.140
 5623.41, 77.620, 20.825,-125.400, 10.850, 12.140
 5704.93, 77.730, 20.849,-116.800, 13.240, 11.280
 5787.62, 76.860, 20.849,-108.600, 12.190, 12.250
 5871.51, 75.660, 20.825,-106.600, 12.370, 11.970
 5956.62, 74.510, 20.753,-107.400, 13.550, 12.010
 6042.96, 73.770, 20.682,-114.400, 13.250, 12.130
 6130.56, 74.390, 20.634,-117.600, 13.240, 12.530
 6219.42, 74.620, 20.611,-115.000, 13.500, 11.910
 6309.57, 74.130, 20.611,-115.200, 12.980, 11.160
 6401.03, 73.970, 20.587,-116.000, 11.750, 11.700
 6493.82, 74.090, 20.587,-118.200, 11.510, 11.450
 6587.95, 74.540, 20.587,-119.200, 10.530, 11.960
 6683.44, 74.910, 20.611,-116.400, 11.130, 11.750
 6780.32, 75.070, 20.611,-113.400, 10.740, 11.250
 6878.60, 74.810, 20.611,-109.400, 11.280, 11.760
 6978.31, 74.450, 20.611,-108.400, 11.160, 11.230
 7079.46, 74.220, 20.611,-107.600, 10.630, 11.460
 7182.08, 74.010, 20.634,-108.200, 11.160, 11.870
 7286.18, 74.220, 20.658,-107.200, 10.630, 11.830
 7391.80, 74.270, 20.634,-104.600, 10.130, 11.260
 7498.94, 73.920, 20.658,-101.600, 11.140, 11.120
 7607.64, 73.280, 20.658,-100.200, 12.370, 11.520
 7717.92, 73.010, 20.658,-102.000, 13.150, 11.740
 7829.79, 72.940, 20.658,-103.400, 11.940, 12.310
 7943.28, 72.990, 20.682,-101.800, 12.480, 12.750
 8058.42, 72.840, 20.682,-100.800, 12.000, 12.370
 8175.23, 72.410, 20.706,-99.000, 11.910, 12.760
 8293.73, 71.880, 20.706,-102.000, 12.090, 11.930
 8413.95, 71.770, 20.730,-104.000, 12.540, 12.980
 8535.91, 71.880, 20.753,-107.000, 12.120, 12.290
 8659.64, 72.140, 20.753,-108.600, 11.390, 12.790
 8785.17, 72.640, 20.777,-109.000, 12.490, 16.930
 8912.51, 72.650, 20.801,-107.600, 11.850, 17.990
 9041.70, 72.820, 20.825,-109.400, 11.590, 17.810
 9172.76, 73.310, 20.825,-110.400, 12.720, 17.320
 9305.72, 74.080, 20.849,-108.200, 12.980, 16.530
 9440.61, 74.350, 20.873,-103.800, 12.280, 18.080
 9577.45, 74.290, 20.897,-101.200, 12.490, 17.940
 9716.28, 74.520, 20.921,-99.200, 11.560, 16.960
 9857.12, 74.590, 20.921,-95.200, 11.920, 18.910
10000.00, 74.410, 20.945,-91.400, 10.920, 19.530
10144.95, 74.180, 20.970,-90.800, 11.990, 19.630
10292.01, 74.310, 20.994,-88.000, 11.660, 20.590
10441.19, 73.970, 21.018,-84.400, 11.710, 19.030
10592.54, 73.460, 21.042,-83.800, 12.000, 18.840
10746.08, 73.370, 21.066,-84.200, 12.680, 18.910
10901.84, 73.290, 21.091,-83.200, 13.040, 19.900
11059.87, 72.800, 21.115,-83.200, 11.730, 17.830
11220.18, 72.960, 21.139,-86.000, 12.440, 16.060
11382.82, 73.460, 21.164,-85.800, 12.820, 15.130
11547.82, 73.540, 21.188,-83.800, 12.610, 16.180
11715.21, 73.630, 21.212,-82.000, 12.050, 16.540
11885.02, 73.660, 21.237,-80.800, 13.740, 16.370
12057.30, 73.770, 21.261,-81.400, 12.970, 16.370
12232.07, 74.260, 21.286,-80.600, 13.790, 16.370
12409.38, 74.880, 21.310,-77.400, 13.870, 15.320
12589.25, 75.090, 21.335,-70.800, 13.450, 15.140
12771.74, 74.830, 21.359,-65.400, 13.660, 16.060
12956.87, 74.260, 21.409,-61.400, 14.120, 14.910
13144.68, 73.740, 21.433,-61.000, 14.270, 15.410
13335.21, 73.670, 21.458,-60.400, 17.090, 14.970
13528.51, 73.450, 21.483,-59.600, 18.250, 14.550
13724.61, 73.390, 21.508,-60.200, 18.480, 14.610
13923.55, 73.560, 21.557,-58.000, 21.050, 15.620
14125.38, 73.560, 21.582,-56.400, 19.310, 14.690
14330.13, 73.540, 21.607,-52.600, 18.640, 15.670
14537.84, 73.040, 21.657,-51.200, 17.930, 15.420
14748.57, 72.910, 21.682,-51.400, 19.310, 14.620
14962.36, 72.830, 21.732,-50.400, 19.160, 15.060
15179.24, 72.810, 21.757,-50.400, 20.130, 15.020
15399.27, 72.740, 21.782,-49.000, 20.930, 15.050
