S265Swp
IMP=ohm,,MAVE=0
MEMO=20220829_103
DATE=2022/09/06 14:43:47
FREQ , SPL, Imp, Phs, 2nd, 3rd
   46.64, 56.860, 22.340,120.000, 28.460, 24.840
   47.32, 57.250, 22.443,120.400, 30.230, 23.430
   48.00, 57.510, 22.521,125.400, 31.970, 20.430
   48.70, 57.980, 22.599,127.200, 34.080, 18.570
   49.40, 58.130, 22.730,129.400, 34.710, 21.180
   50.12, 58.260, 22.808,129.400, 33.610, 24.340
   50.85, 58.580, 22.913,130.400, 31.880, 25.210
   51.58, 58.840, 23.046,134.400, 30.650, 23.490
   52.33, 59.310, 23.125,136.800, 28.790, 19.330
   53.09, 59.420, 23.259,134.400, 30.510, 13.410
   53.86, 59.520, 23.366,134.600, 32.120, 17.800
   54.64, 60.210, 23.474,141.400, 33.090, 23.310
   55.43, 60.020, 23.610,141.800, 33.100, 22.780
   56.23, 60.450, 23.746,143.400, 32.830, 23.030
   57.05, 60.530, 23.883,144.200, 32.940, 22.730
   57.88, 61.050, 24.132,147.000, 33.350, 22.320
   58.72, 61.350, 24.327,148.600, 31.430, 22.440
   59.57, 61.450, 24.468,148.000, 33.350, 22.890
   60.43, 61.940, 24.637,154.200, 34.740, 22.340
   61.31, 62.060, 24.808,153.400, 35.420, 23.480
   62.19, 62.450, 25.095,156.400, 35.120, 24.940
   63.10, 62.740, 25.327,157.400, 34.130, 25.050
   64.01, 63.000, 25.562,159.000, 33.630, 22.270
   64.94, 63.290, 25.858,162.600, 34.120, 21.790
   65.88, 63.490, 26.157,162.000, 32.890, 22.430
   66.83, 63.860, 26.399,164.200, 34.060, 21.940
   67.80, 63.960, 26.766,167.000, 36.030, 23.480
   68.79, 64.330, 27.108,167.800, 35.360, 21.540
   69.78, 64.460, 27.358,170.400, 34.360, 22.040
   70.79, 64.860, 27.771,171.800, 34.150, 22.890
   71.82, 65.010, 28.190,172.600, 34.650, 22.490
   72.86, 65.340, 28.648,175.800, 34.450, 23.240
   73.92, 65.610, 29.147,176.800, 32.850, 20.960
   74.99, 65.890, 29.654,  0.400, 33.760, 23.110
   76.08, 66.130, 30.171,  1.400, 34.640, 20.910
   77.18, 66.390, 30.767,  1.800, 34.030, 23.320
   78.30, 66.610, 31.412,  6.800, 32.950, 21.480
   79.43, 66.990, 32.032,  5.000, 32.800, 23.380
   80.58, 67.160, 32.968,  8.800, 33.720, 25.930
   81.75, 67.560, 33.736,  9.400, 33.580, 26.310
   82.94, 67.760, 34.561, 11.200, 32.940, 26.420
   84.14, 68.140, 35.776, 13.800, 34.210, 25.750
   85.36, 68.350, 36.736, 15.000, 33.980, 27.180
   86.60, 68.690, 37.765, 17.000, 33.190, 26.410
   87.85, 69.020, 39.227, 20.800, 31.430, 26.420
   89.13, 69.400, 40.887, 22.400, 31.340, 22.410
   90.42, 69.700, 42.814, 23.600, 31.110, 22.300
   91.73, 69.910, 44.268, 28.200, 30.430, 25.300
   93.06, 70.150, 45.929, 30.800, 30.730, 20.130
   94.41, 70.270, 48.316, 34.600, 32.060, 24.530
   95.77, 70.460, 50.885, 38.200, 31.430, 22.890
   97.16, 70.450, 53.900, 42.400, 29.140, 22.070
   98.57, 70.390, 57.226, 45.600, 28.090, 25.090
  100.00, 70.210, 60.966, 49.400, 28.260, 24.380
  101.45, 69.730, 65.026, 53.200, 27.800, 23.570
  102.92, 69.010, 69.757, 53.800, 27.530, 23.670
  104.41, 68.170, 75.264, 53.000, 27.000, 23.830
  105.93, 68.450, 82.147, 42.400, 27.170, 20.130
  107.46, 70.220, 93.023, 37.200, 26.230, 22.770
  109.02, 71.310,105.461, 40.800, 26.800, 20.240
  110.60, 71.360,115.768, 48.200, 24.110, 22.040
  112.20, 71.190,127.965, 51.800, 25.160, 20.660
  113.83, 71.540,144.740, 51.200, 25.230, 24.770
  115.48, 71.810,158.705, 53.200, 23.390, 25.190
  117.15, 71.960,165.230, 56.800, 23.090, 24.960
  118.85, 72.160,166.184, 59.200, 27.370, 24.590
  120.57, 72.370,157.794, 60.600, 25.540, 24.100
  122.32, 72.470,144.907, 63.800, 18.550, 20.280
  124.09, 72.630,129.745, 65.600,  8.380, 21.000
  125.89, 72.780,115.768, 67.800, 15.550, 20.750
  127.72, 72.960,103.298, 69.200, 17.960, 22.790
  129.57, 73.070, 93.345, 72.000, 15.630, 22.280
  131.45, 73.200, 84.838, 74.400, 22.120, 20.840
  133.35, 73.270, 77.373, 77.000, 25.890, 19.850
  135.29, 73.330, 70.565, 79.200, 26.200, 17.880
  137.25, 73.340, 64.877, 81.800, 22.000, 18.600
  139.24, 73.290, 60.061, 84.800, 26.150, 18.140
  141.25, 73.160, 56.701, 87.000, 21.590, 22.020
  143.30, 73.040, 53.900, 88.000, 26.510, 18.920
  145.38, 73.050, 50.885, 88.400, 25.670, 17.570
  147.49, 73.280, 48.149, 88.800, 23.640, 22.900
  149.62, 73.570, 45.718, 90.600, 25.200, 23.320
  151.79, 73.660, 43.661, 94.000, 25.080, 21.960
  153.99, 73.570, 41.985, 96.200, 24.290, 21.540
  156.22, 73.510, 40.187, 98.400, 24.260, 15.260
  158.49, 73.440, 38.645, 99.800, 25.370, 20.050
  160.79, 73.470, 37.419,100.400, 24.710, 14.200
  163.12, 73.590, 36.315,102.200, 24.240, 18.930
  165.48, 73.620, 35.163,104.600, 27.000, 18.850
  167.88, 73.490, 34.205,107.000, 25.570, 19.620
  170.31, 73.290, 33.426,108.200, 24.020, 17.930
  172.78, 73.180, 32.590,109.400, 26.530, 16.830
  175.29, 73.150, 31.812,108.800, 26.410, 12.150
  177.83, 73.350, 31.088,109.200, 26.580, 14.560
  180.41, 73.490, 30.415,111.000, 24.080, 19.440
  183.02, 73.540, 29.894,113.000, 21.010, 16.910
  185.67, 73.500, 29.416,115.000, 25.460, 16.550
  188.36, 73.400, 28.913,116.600, 23.070, 15.000
  191.10, 73.310, 28.451,117.000, 23.380, 10.860
  193.87, 73.340, 27.963,118.000, 23.990, 16.190
  196.68, 73.390, 27.516,118.800, 23.930, 11.210
  199.53, 73.420, 27.108,120.200, 23.220, 13.650
  202.42, 73.380, 26.705,121.400, 23.940, 11.060
  205.35, 73.360, 26.399,122.800, 23.880, 10.410
  208.33, 73.330, 26.067,123.600, 23.020, 14.230
  211.35, 73.330, 25.769,124.600, 24.670, 10.050
  214.41, 73.380, 25.474,125.400, 22.380,  5.640
  217.52, 73.400, 25.269,126.800, 24.280, 10.780
  220.67, 73.430, 24.980,128.800, 25.500,  7.410
  223.87, 73.400, 24.808,129.800, 25.220, 14.330
  227.12, 73.240, 24.580,131.000, 25.010, 11.720
  230.41, 73.070, 24.411,132.600, 25.360, 13.600
  233.75, 72.990, 24.187,132.400, 23.020, 11.360
  237.14, 72.990, 23.966,132.400, 20.260, 12.830
  240.57, 73.060, 23.801,132.400, 24.110, 14.230
  244.06, 73.060, 23.610,134.400, 23.520, 11.230
  247.60, 73.050, 23.447,135.400, 22.130, 11.780
  251.19, 73.020, 23.286,135.600, 21.500,  8.460
  254.83, 73.010, 23.152,136.400, 21.240, 11.400
  258.52, 73.010, 23.019,137.000, 21.920, 13.930
  262.27, 73.030, 22.913,137.800, 20.700, 13.630
  266.07, 73.010, 22.782,139.600, 22.020, 10.060
  269.93, 72.970, 22.651,139.400, 17.280, 10.280
  273.84, 72.940, 22.547,140.800, 19.310, 10.900
  277.81, 72.920, 22.443,141.400, 17.400, 10.600
  281.84, 72.900, 22.366,141.600, 17.490, 10.950
  285.92, 72.910, 22.263,142.600, 20.880, 13.430
  290.07, 72.870, 22.187,143.600, 18.070, 14.670
  294.27, 72.830, 22.110,144.600, 20.290, 10.540
  298.54, 72.770, 22.008,145.000, 18.740, 10.610
  302.87, 72.700, 21.933,145.400, 19.070, 15.340
  307.26, 72.610, 21.832,146.400, 20.030, 13.460
  311.71, 72.570, 21.757,145.800, 17.400, 12.480
  316.23, 72.580, 21.707,146.200, 16.910, 13.420
  320.81, 72.640, 21.632,147.000, 14.460, 13.180
  325.46, 72.740, 21.582,146.400, 14.500, 12.750
  330.18, 72.730, 21.508,148.400, 15.120,  9.320
  334.97, 72.760, 21.458,149.000, 18.270, 11.990
  339.82, 72.630, 21.409,149.800, 16.350, 13.170
  344.75, 72.550, 21.335,150.200, 18.000, 12.840
  349.74, 72.510, 21.286,150.400, 16.730, 12.660
  354.81, 72.520, 21.237,150.800, 15.450,  7.550
  359.96, 72.540, 21.212,151.600, 18.600, 12.130
  365.17, 72.520, 21.164,151.400, 11.730, 12.410
  370.47, 72.500, 21.115,152.400, 17.200, 10.920
  375.84, 72.470, 21.066,152.800, 18.310,  9.610
  381.29, 72.460, 21.018,152.600, 15.400,  5.390
  386.81, 72.500, 20.994,154.000, 16.640,  6.820
  392.42, 72.490, 20.970,154.200, 13.240, 12.500
  398.11, 72.440, 20.945,156.000, 17.530,  7.910
  403.88, 72.140, 20.945,156.800, 17.580,  7.700
  409.73, 71.750, 20.873,156.000, 14.620,  7.650
  415.67, 71.770, 20.825,153.600, 13.660,  7.830
  421.70, 72.110, 20.801,152.400, 17.310,  7.660
  427.81, 72.220, 20.753,153.600, 16.800,  7.900
  434.01, 72.250, 20.730,154.400, 13.510,  7.810
  440.30, 72.260, 20.706,154.800, 15.480,  9.150
  446.68, 72.200, 20.682,155.000, 16.190, 13.730
  453.16, 72.170, 20.658,154.600, 16.370,  8.620
  459.73, 72.280, 20.611,154.600, 14.360,  8.980
  466.39, 72.380, 20.587,154.400, 16.230, 10.200
  473.15, 72.420, 20.563,155.600,  9.410, 11.690
  480.01, 72.500, 20.540,155.600, 12.210,  7.210
  486.97, 72.550, 20.516,156.200, 15.730,  9.130
  494.03, 72.570, 20.492,157.000, 13.140, 10.720
  501.19, 72.580, 20.469,156.800, 14.460, 10.350
  508.45, 72.630, 20.445,157.000, 13.870,  7.460
  515.82, 72.690, 20.445,158.400, 13.610,  8.850
  523.30, 72.740, 20.422,158.800, 11.470, 12.560
  530.88, 72.730, 20.398,159.000,  8.120,  9.620
  538.58, 72.750, 20.398,160.200, 13.710,  8.580
  546.39, 72.760, 20.351,160.400, 11.260,  9.030
  554.31, 72.730, 20.351,161.600, 11.370,  8.610
  562.34, 72.680, 20.328,162.000, 12.070,  9.810
  570.49, 72.690, 20.328,161.600, 15.070, 11.230
  578.76, 72.690, 20.304,162.400, 12.740,  8.010
  587.15, 72.680, 20.304,163.800, 11.280,  6.760
  595.66, 72.600, 20.281,163.600, 11.990,  7.390
  604.30, 72.510, 20.281,164.200,  9.920,  8.570
  613.06, 72.500, 20.258,164.400,  6.950,  7.400
  621.94, 72.490, 20.234,164.400,  9.780,  8.220
  630.96, 72.470, 20.258,164.400, 10.740,  5.650
  640.10, 72.430, 20.234,164.600, 12.640,  6.360
  649.38, 72.410, 20.211,165.000, 12.020, 10.460
  658.79, 72.400, 20.211,164.600,  9.000, 10.370
  668.34, 72.410, 20.188,164.800, 11.710, 12.340
  678.03, 72.440, 20.188,164.400, 10.980,  8.060
  687.86, 72.490, 20.188,165.600, 11.510, 11.080
  697.83, 72.500, 20.165,165.200, 13.510,  6.960
  707.95, 72.500, 20.165,166.400, 11.840,  8.170
  718.21, 72.500, 20.165,165.800,  7.390,  8.900
  728.62, 72.470, 20.141,167.200, 10.750,  9.170
  739.18, 72.390, 20.141,167.000,  9.800,  9.440
  749.89, 72.350, 20.141,166.600, 11.810,  9.420
  760.76, 72.390, 20.141,167.200, 11.690,  7.960
  771.79, 72.420, 20.118,166.400, 11.880,  5.790
  782.98, 72.430, 20.118,167.800, 11.880,  5.880
  794.33, 72.410, 20.118,167.400,  9.650,  6.530
  805.84, 72.340, 20.118,168.000, 10.470, 11.410
  817.52, 72.280, 20.095,168.000, 10.720,  8.830
  829.37, 72.250, 20.095,167.200,  8.000, 10.720
  841.40, 72.320, 20.095,166.600,  8.590,  9.590
  853.59, 72.430, 20.072,166.800, 10.780,  9.180
  865.96, 72.540, 20.072,166.600,  6.360,  9.000
  878.52, 72.660, 20.072,167.400,  8.750,  9.240
  891.25, 72.740, 20.072,167.800, 11.260, 10.530
  904.17, 72.770, 20.072,168.800,  7.530,  9.130
  917.28, 72.730, 20.072,170.400, 10.540,  9.710
  930.57, 72.570, 20.049,170.400, 10.370, 10.620
  944.06, 72.530, 20.049,170.400,  8.840,  8.680
  957.75, 72.510, 20.049,170.800, 10.300,  9.570
  971.63, 72.410, 20.049,170.800,  8.320,  9.750
  985.71, 72.300, 20.049,170.600,  8.420, 10.290
 1000.00, 72.230, 20.049,170.200,  8.230, 10.420
 1014.50, 72.240, 20.026,169.000,  7.290,  8.990
 1029.20, 72.340, 20.026,168.600, 10.590,  7.820
 1044.12, 72.430, 20.026,167.800,  8.810,  9.460
 1059.25, 72.600, 20.026,167.800, 11.650,  9.530
 1074.61, 72.780, 20.026,168.600,  7.190,  8.070
 1090.18, 72.750, 20.026,169.400,  8.750, 12.650
 1105.99, 72.680, 20.026,169.800,  4.900,  8.920
 1122.02, 72.730, 20.026,168.800,  8.520,  6.950
 1138.28, 72.820, 20.026,168.800,  8.210,  9.300
 1154.78, 72.920, 20.026,169.000,  8.120, 11.680
 1171.52, 73.040, 20.026,168.800,  6.940, 10.290
 1188.50, 73.210, 20.026,169.200, 11.420, 10.960
 1205.73, 73.300, 20.026,169.600, 11.590, 10.310
 1223.21, 73.390, 20.026,171.000,  9.710,  9.890
 1240.94, 73.500, 20.026,171.200, 11.270,  9.100
 1258.93, 73.530, 20.026,172.800, 10.050,  9.550
 1277.17, 73.470, 20.026,173.800,  9.050,  6.720
 1295.69, 73.420, 20.026,174.200,  5.030, 10.100
 1314.47, 73.460, 20.049,174.800,  8.100, 11.130
 1333.52, 73.330, 20.049,175.800, 11.040,  9.740
 1352.85, 73.110, 20.072,175.400,  9.510,  9.370
 1372.46, 73.080, 20.072,174.400,  9.250, 11.620
 1392.36, 73.280, 20.072,173.000,  7.840,  7.780
 1412.54, 73.600, 20.095,173.000,  8.030, 10.370
 1433.01, 73.760, 20.072,175.600, 10.740, 10.460
 1453.78, 73.650, 20.049,176.800,  9.180, 12.080
 1474.86, 73.510, 20.026,177.200,  8.250, 10.230
 1496.24, 73.510, 20.026,177.000,  8.100,  8.930
 1517.92, 73.540, 20.026,176.000, 13.250, 11.280
 1539.93, 73.700, 20.003,176.600, 18.950, 11.020
 1562.25, 73.950, 20.003,176.600, 16.170, 10.980
 1584.89, 74.050, 20.003,178.600, 15.140, 10.250
 1607.87, 74.050, 20.003,-179.800, 15.710,  8.980
 1631.17, 73.960, 20.003,-179.000, 10.150,  9.430
 1654.82, 73.910, 20.003,-177.800, 10.110,  9.560
 1678.80, 73.880, 20.026,-178.000,  8.460, 10.940
 1703.14, 73.930, 20.003,-177.000,  9.280, 11.600
 1727.83, 73.910, 20.003,-176.600, 10.250, 10.100
 1752.87, 74.030, 20.003,-175.400, 11.330, 11.640
 1778.28, 73.980, 20.003,-173.800,  9.470, 10.940
 1804.06, 73.720, 20.026,-172.200,  8.810,  9.410
 1830.21, 73.400, 20.003,-172.000, 10.610,  9.740
 1856.74, 73.280, 20.003,-173.400, 10.220,  8.930
 1883.65, 73.290, 20.003,-173.800, 10.230, 11.510
 1910.95, 73.450, 20.026,-175.600,  9.850, 10.910
 1938.65, 73.660, 20.026,-174.000, 10.030, 10.670
 1966.75, 73.640, 20.026,-172.800, 11.840,  9.730
 1995.26, 73.560, 20.026,-172.400, 10.640, 12.570
 2024.18, 73.650, 20.026,-172.800, 10.670,  9.370
 2053.53, 73.760, 20.026,-172.400,  9.680, 11.540
 2083.29, 73.980, 20.026,-170.800,  8.920, 11.630
 2113.49, 74.110, 20.026,-168.600, 10.080, 10.350
 2144.12, 73.990, 20.049,-165.800, 13.100, 10.420
 2175.20, 73.770, 20.049,-163.600, 11.330,  9.420
 2206.73, 73.440, 20.072,-161.800, 10.020, 11.480
 2238.72, 73.150, 20.072,-160.800, 10.970,  9.590
 2271.17, 72.670, 20.072,-159.000, 12.110,  9.660
 2304.09, 72.090, 20.072,-160.200, 12.440, 10.000
 2337.49, 71.590, 20.072,-162.000, 11.010,  8.890
 2371.37, 71.460, 20.072,-165.400, 12.670, 10.570
 2405.75, 71.500, 20.049,-168.600, 12.470, 11.590
 2440.62, 71.740, 20.072,-169.400, 11.310, 11.410
 2476.00, 71.850, 20.072,-169.600, 12.200, 10.700
 2511.89, 71.750, 20.072,-169.400, 13.450, 11.180
 2548.30, 71.800, 20.095,-171.200, 10.830,  9.730
 2585.23, 71.930, 20.072,-172.200, 10.430, 11.320
 2622.71, 72.140, 20.095,-171.200, 10.390,  9.300
 2660.73, 71.970, 20.095,-170.600, 10.280, 11.730
 2699.29, 71.930, 20.095,-172.200, 10.100, 11.540
 2738.42, 72.110, 20.095,-172.400,  9.630, 11.460
 2778.11, 72.120, 20.095,-172.400, 11.380, 10.690
 2818.38, 72.170, 20.118,-172.400, 11.680, 12.230
 2859.24, 72.200, 20.118,-172.400, 12.140, 10.780
 2900.68, 72.110, 20.141,-172.000, 10.180, 11.350
 2942.73, 72.130, 20.141,-173.200, 12.110, 11.110
 2985.38, 72.130, 20.165,-173.000, 11.830, 11.770
 3028.66, 71.770, 20.188,-174.400, 13.290, 11.570
 3072.56, 72.080, 20.188,-179.600, 10.730, 11.800
 3117.09, 72.900, 20.211,-178.800, 13.280, 12.320
 3162.28, 73.140, 20.211,-177.000, 14.140,  9.010
 3208.12, 73.230, 20.234,-176.400, 13.550, 10.700
 3254.62, 73.500, 20.258,-175.200, 13.570, 10.430
 3301.79, 73.720, 20.281,-172.800, 12.970, 10.880
 3349.65, 73.610, 20.281,-170.000, 13.490, 10.210
 3398.21, 73.150, 20.304,-168.800, 12.180, 11.380
 3447.47, 72.940, 20.304,-170.600, 12.550, 11.610
 3497.44, 72.950, 20.304,-171.200, 12.250, 11.740
 3548.13, 72.800, 20.304,-173.200, 11.360, 10.030
 3599.56, 73.200, 20.304,-175.800, 11.980, 10.160
 3651.74, 73.580, 20.304,-174.800, 12.470, 10.330
 3704.67, 73.800, 20.328,-174.200, 11.920, 11.440
 3758.37, 74.170, 20.328,-173.800, 11.200, 11.360
 3812.85, 74.490, 20.328,-170.000, 13.530, 10.970
 3868.12, 74.210, 20.351,-165.400, 11.520, 11.760
 3924.19, 73.590, 20.375,-164.400, 11.310, 11.500
 3981.07, 73.050, 20.398,-165.400, 11.410, 11.780
 4038.78, 72.520, 20.422,-168.000, 11.580, 10.460
 4097.32, 72.220, 20.445,-172.800,  9.260, 11.470
 4156.71, 72.400, 20.492,-178.200, 12.120, 11.050
 4216.97, 72.480, 20.516,175.400, 12.430, 10.560
 4278.09, 73.530, 20.587,167.000, 11.960, 10.900
 4340.10, 75.020, 20.658,165.000, 13.710, 11.840
 4403.01, 76.390, 20.730,165.400, 14.100, 10.750
 4466.84, 77.820, 20.777,167.000, 14.510, 11.500
 4531.58, 79.380, 20.825,172.800, 13.940, 10.610
 4597.27, 80.310, 20.849,-176.800, 15.580, 11.730
 4663.91, 80.720, 20.897,-166.600, 17.110, 11.640
 4731.51, 80.580, 20.994,-157.000, 18.830, 12.610
 4800.10, 80.060, 21.164,-150.200, 19.900, 10.910
 4869.68, 79.750, 21.433,-145.600, 20.600, 12.510
 4940.26, 79.540, 21.807,-140.400, 21.540, 13.010
 5011.87, 79.070, 22.161,-133.600, 24.230, 13.410
 5084.52, 77.970, 22.263,-129.000, 24.530, 13.960
 5158.22, 77.040, 21.983,-130.400, 24.490, 12.360
 5232.99, 76.880, 21.582,-130.000, 22.560, 12.630
 5308.84, 76.000, 21.237,-129.000, 20.450, 12.630
 5385.80, 75.630, 20.970,-134.400, 17.780, 12.010
 5463.87, 76.130, 20.825,-137.400, 14.930, 11.710
 5543.07, 76.900, 20.730,-135.200, 12.700, 11.360
 5623.41, 77.170, 20.706,-130.200, 12.290, 12.370
 5704.93, 76.890, 20.706,-123.600, 12.160, 11.230
 5787.62, 76.050, 20.706,-119.400, 11.440, 12.520
 5871.51, 75.320, 20.682,-119.800, 11.250, 11.680
 5956.62, 74.620, 20.682,-119.600, 12.070, 10.940
 6042.96, 74.110, 20.634,-125.600, 14.190, 11.620
 6130.56, 74.650, 20.587,-126.600, 12.770, 11.980
 6219.42, 74.680, 20.563,-125.200, 13.080, 12.020
 6309.57, 74.470, 20.563,-125.400, 12.900, 12.020
 6401.03, 74.340, 20.540,-126.000, 13.290, 10.760
 6493.82, 74.540, 20.540,-128.200, 11.290, 11.570
 6587.95, 75.020, 20.540,-128.800, 11.810, 10.420
 6683.44, 75.440, 20.540,-125.800, 10.980, 11.690
 6780.32, 75.810, 20.563,-122.600, 11.210, 11.430
 6878.60, 75.810, 20.587,-116.800, 11.980, 11.410
 6978.31, 75.340, 20.587,-112.600, 11.810, 11.410
 7079.46, 74.680, 20.587,-110.600, 11.560, 11.450
 7182.08, 74.160, 20.587,-110.400, 10.880, 11.460
 7286.18, 74.080, 20.587,-111.400, 10.660, 10.950
 7391.80, 73.930, 20.587,-109.200, 10.900, 11.530
 7498.94, 73.460, 20.587,-107.000, 12.440, 11.750
 7607.64, 72.650, 20.587,-109.000, 11.860, 11.790
 7717.92, 72.620, 20.587,-113.000, 12.220, 12.280
 7829.79, 72.880, 20.611,-114.200, 12.360, 12.000
 7943.28, 73.150, 20.611,-113.400, 12.530, 12.190
 8058.42, 73.120, 20.634,-109.400, 12.480, 12.720
 8175.23, 72.660, 20.634,-109.600, 12.150, 12.360
 8293.73, 72.160, 20.658,-108.200, 12.270, 12.390
 8413.95, 71.700, 20.682,-113.000, 12.300, 12.710
 8535.91, 71.880, 20.682,-115.600, 12.220, 13.000
 8659.64, 72.190, 20.706,-118.000, 11.500, 11.870
 8785.17, 72.680, 20.730,-118.000, 11.640, 14.780
 8912.51, 72.630, 20.753,-116.800, 11.900, 18.200
 9041.70, 72.720, 20.753,-118.200, 11.750, 18.870
 9172.76, 73.180, 20.777,-120.000, 11.830, 17.570
 9305.72, 74.030, 20.801,-118.800, 12.210, 16.200
 9440.61, 74.220, 20.825,-113.800, 11.700, 17.540
 9577.45, 74.210, 20.849,-112.600, 11.920, 17.800
 9716.28, 74.560, 20.849,-110.000, 11.320, 17.270
 9857.12, 74.660, 20.873,-105.400, 13.330, 18.510
10000.00, 74.360, 20.897,-101.800, 11.900, 19.800
10144.95, 73.950, 20.921,-100.600, 11.460, 18.860
10292.01, 74.030, 20.945,-100.400, 11.230, 20.570
10441.19, 73.900, 20.970,-97.200, 11.580, 20.060
10592.54, 73.560, 20.994,-96.800, 12.480, 19.970
10746.08, 73.530, 21.018,-96.000, 12.630, 18.880
10901.84, 73.240, 21.018,-94.200, 12.650, 18.550
11059.87, 72.680, 21.042,-95.200, 12.230, 17.150
11220.18, 72.950, 21.091,-98.400, 12.070, 14.810
11382.82, 73.210, 21.091,-98.600, 12.860, 16.000
11547.82, 73.510, 21.139,-97.200, 12.040, 16.180
11715.21, 73.770, 21.164,-96.200, 12.790, 15.070
11885.02, 73.680, 21.188,-93.400, 12.710, 16.010
12057.30, 73.690, 21.188,-93.800, 13.450, 15.730
12232.07, 74.090, 21.237,-94.200, 13.730, 17.380
12409.38, 74.700, 21.261,-91.000, 13.810, 16.210
12589.25, 74.970, 21.286,-86.600, 13.770, 14.620
12771.74, 74.970, 21.310,-81.200, 13.500, 15.520
12956.87, 74.450, 21.335,-75.000, 13.760, 15.660
13144.68, 73.890, 21.359,-74.400, 14.510, 15.290
13335.21, 73.630, 21.409,-73.600, 17.740, 14.610
13528.51, 73.190, 21.433,-72.600, 18.740, 13.890
13724.61, 72.970, 21.458,-73.800, 19.950, 15.800
13923.55, 73.030, 21.483,-74.200, 19.100, 15.260
14125.38, 73.200, 21.532,-74.000, 17.550, 15.090
14330.13, 73.360, 21.557,-71.200, 18.120, 14.580
14537.84, 73.020, 21.607,-69.400, 18.510, 15.390
14748.57, 72.920, 21.632,-69.000, 18.130, 14.920
14962.36, 72.930, 21.657,-69.000, 19.450, 15.270
15179.24, 72.890, 21.707,-67.400, 19.930, 14.870
15399.27, 72.730, 21.732,-66.200, 19.010, 14.800
15622.48, 72.550, 21.782,-67.400, 19.940, 19.000
