S265Swp
IMP=ohm,,MAVE=27
MEMO=FE83NV_1M1W_NO.1
DATE=2022/01/12 09:36:38
FREQ , SPL, Imp, Phs, 2nd, 3rd
12057.30, 79.960, 15.617,-134.400, 28.120, 24.390
12232.07, 80.230, 15.743,-132.600, 26.500, 22.780
12409.38, 80.060, 15.852,-131.600, 26.030, 21.680
12589.25, 79.890, 15.980,-134.800, 26.030, 20.930
12771.74, 80.240, 16.091,-140.600, 26.780, 20.270
12956.87, 81.110, 16.221,-146.000, 28.570, 20.280
13144.68, 81.810, 16.353,-140.000, 30.390, 21.010
13335.21, 82.100, 16.466,-137.000, 30.800, 22.410
13528.51, 82.540, 16.599,-139.000, 30.410, 24.400
13724.61, 83.070, 16.714,-134.600, 31.250, 25.890
13923.55, 82.850, 16.850,-125.800, 32.210, 28.770
14125.38, 82.140, 16.966,-123.000, 31.810, 30.920
14330.13, 82.410, 17.104,-137.000, 31.110, 27.780
14537.84, 83.400, 17.242,-131.400, 30.730, 24.220
14748.57, 83.790, 17.382,-123.400, 30.520, 22.720
14962.36, 83.830, 17.502,-122.000, 30.400, 20.600
15179.24, 84.120, 17.644,-119.200, 30.320, 17.420
15399.27, 84.180, 17.786,-112.000, 30.310, 14.800
15622.48, 83.770, 17.930,-105.400, 30.360, 14.110
15848.93, 83.370, 18.075,-103.400, 30.290, 14.340
16078.67, 83.080, 18.222,-99.200, 30.340, 17.700
16311.73, 82.690, 18.369,-95.800, 30.570, 20.960
16548.17, 82.560, 18.518,-98.000, 30.580, 18.040
16788.04, 82.690, 18.668,-94.400, 30.520, 14.630
17031.39, 82.470, 18.819,-86.400, 30.290, 13.850
17278.26, 82.000, 18.971,-85.000, 30.130, 13.790
17528.71, 81.690, 19.124,-83.000, 30.160, 15.290
17782.79, 81.460, 19.257,-79.600, 29.610, 16.810
18040.56, 81.390, 19.413,-78.200, 28.510, 16.700
18302.06, 81.410, 19.570,-74.000, 27.360, 16.650
18567.35, 81.190, 19.751,-67.400, 26.340, 16.990
18836.49, 80.820, 19.911,-61.800, 25.450, 16.640
19109.53, 80.430, 20.072,-57.200, 24.490, 16.330
19386.53, 79.840, 20.234,-50.800, 23.240, 16.470
19667.54, 79.160, 20.422,-48.400, 21.810, 16.790
19952.62, 78.730, 20.587,-42.200, 21.250, 17.580
