S265Swp
IMP=ohm,,MAVE=0
MEMO=20220829_102
DATE=2022/09/06 14:42:04
FREQ , SPL, Imp, Phs, 2nd, 3rd
14125.38, 73.000, 21.757,-65.200, 18.800, 14.250
14330.13, 73.020, 21.807,-62.200, 18.220, 16.110
14537.84, 72.530, 21.832,-60.600, 18.540, 14.840
14748.57, 72.470, 21.857,-61.200, 20.110, 15.430
14962.36, 72.480, 21.882,-61.000, 20.090, 15.420
15179.24, 72.510, 21.933,-60.600, 20.300, 15.280
15399.27, 72.470, 21.958,-59.200, 19.310, 14.980
15622.48, 72.390, 21.983,-59.200, 20.360, 17.580
15848.93, 72.700, 22.034,-60.000, 19.870, 22.220
16078.67, 73.090, 22.059,-57.800, 18.770, 21.680
16311.73, 73.160, 22.110,-54.600, 20.220, 23.030
16548.17, 72.950, 22.136,-51.400, 18.800, 22.860
16788.04, 72.650, 22.187,-50.800, 17.060, 21.900
17031.39, 72.420, 22.212,-52.600, 15.790, 22.560
17278.26, 72.760, 22.263,-56.000, 16.410, 23.230
17528.71, 73.710, 22.289,-55.800, 16.140, 22.150
17782.79, 74.540, 22.340,-49.600, 16.050, 20.000
18040.56, 74.400, 22.392,-42.600, 16.050, 20.790
18302.06, 73.750, 22.443,-39.400, 16.430, 20.430
18567.35, 73.440, 22.495,-41.400, 14.650, 19.920
18836.49, 73.740, 22.547,-42.400, 15.390, 20.930
19109.53, 74.470, 22.573,-42.600, 15.570, 20.860
19386.53, 74.990, 22.625,-37.800, 15.490, 20.190
19667.54, 75.110, 22.677,-32.000, 15.480, 20.040
19952.62, 74.780, 22.730,-29.200, 15.610, 15.510
