S265Swp
IMP=ohm,,MAVE=27
MEMO=FE83NV_1M1W_NO.3
DATE=2022/01/12 09:39:46
FREQ , SPL, Imp, Phs, 2nd, 3rd
   33.02, 59.940,  7.622, 29.000, 44.360, 53.730
   33.50, 60.450,  7.640, 27.200, 40.610, 54.020
   33.98, 60.700,  7.649, 29.200, 39.620, 53.990
   34.47, 60.570,  7.658, 31.400, 41.780, 53.100
   34.97, 60.620,  7.675, 32.000, 43.890, 52.560
   35.48, 60.850,  7.702, 29.800, 44.710, 53.550
   36.00, 61.280,  7.711, 27.600, 44.630, 54.810
   36.52, 61.860,  7.720, 25.400, 43.130, 55.430
   37.05, 62.300,  7.737, 26.000, 40.670, 55.620
   37.58, 62.650,  7.755, 26.400, 39.500, 55.380
   38.13, 63.140,  7.773, 27.000, 40.290, 55.030
   38.68, 63.360,  7.782, 25.800, 42.050, 54.710
   39.24, 63.390,  7.800, 31.000, 43.710, 54.850
   39.81, 63.610,  7.827, 29.600, 44.610, 55.970
   40.39, 63.650,  7.845, 28.400, 44.990, 57.220
   40.97, 63.840,  7.854, 29.000, 44.900, 57.820
   41.57, 64.490,  7.872, 19.000, 43.570, 57.840
   42.17, 65.100,  7.890, 18.600, 42.400, 57.490
   42.78, 65.610,  7.918, 16.600, 43.570, 57.210
   43.40, 66.040,  7.945, 12.600, 45.640, 57.220
   44.03, 66.430,  7.963, 17.600, 46.830, 57.670
   44.67, 67.090,  7.991, 22.600, 47.230, 58.680
   45.32, 67.680,  8.000, 18.000, 47.190, 59.540
   45.97, 68.010,  8.000, 18.600, 46.370, 59.550
   46.64, 68.530,  8.018, 28.600, 45.700, 59.060
   47.32, 69.060,  8.046, 19.800, 47.000, 58.820
   48.00, 69.460,  8.074, 21.600, 49.070, 59.010
   48.70, 69.930,  8.102, 24.800, 50.260, 59.410
   49.40, 70.380,  8.130, 23.600, 50.740, 60.120
   50.12, 70.820,  8.158, 24.200, 50.770, 61.010
   50.85, 71.320,  8.186, 25.600, 50.550, 61.420
   51.58, 71.700,  8.224, 23.800, 49.830, 61.080
   52.33, 72.030,  8.253, 28.400, 49.410, 60.600
   53.09, 72.400,  8.281, 27.800, 50.570, 60.470
   53.86, 72.770,  8.319, 29.200, 52.220, 60.490
   54.64, 73.150,  8.348, 31.200, 53.090, 60.510
   55.43, 73.550,  8.387, 33.200, 53.390, 60.940
   56.23, 73.910,  8.425, 34.400, 53.290, 61.750
   57.05, 74.230,  8.464, 37.800, 53.060, 62.030
   57.88, 74.570,  8.513, 40.000, 52.770, 61.420
   58.72, 74.860,  8.562, 41.400, 52.870, 60.840
   59.57, 75.080,  8.612, 47.000, 53.970, 60.840
   60.43, 75.220,  8.651, 50.600, 55.270, 60.970
   61.31, 75.230,  8.701, 55.600, 56.040, 61.140
   62.19, 75.100,  8.762, 57.400, 56.340, 61.760
   63.10, 74.790,  8.822, 60.200, 56.200, 62.470
   64.01, 74.280,  8.873, 65.400, 56.020, 62.340
   64.94, 73.480,  8.925, 68.600, 55.880, 61.650
   65.88, 72.580,  8.986, 70.000, 55.960, 61.280
   66.83, 71.970,  9.038, 71.200, 56.790, 61.210
   67.80, 71.870,  9.112, 67.200, 57.820, 61.020
   68.79, 72.210,  9.185, 65.000, 58.260, 60.890
   69.78, 72.850,  9.249, 60.600, 58.090, 61.300
   70.79, 73.590,  9.334, 58.200, 57.810, 61.810
   71.82, 74.030,  9.421, 61.400, 57.870, 61.520
   72.86, 73.940,  9.519, 65.800, 58.060, 60.950
   73.92, 73.700,  9.618, 68.200, 58.460, 60.760
   74.99, 73.900,  9.718, 67.000, 59.490, 60.700
   76.08, 74.410,  9.831, 63.200, 60.520, 60.550
   77.18, 74.570,  9.945, 65.000, 60.860, 60.630
   78.30, 74.500, 10.060, 68.200, 60.640, 61.180
   79.43, 74.740, 10.200, 67.000, 60.440, 61.410
   80.58, 74.980, 10.342, 66.000, 60.520, 60.970
   81.75, 74.950, 10.498, 69.000, 60.690, 60.620
   82.94, 75.130, 10.656, 63.800, 61.180, 60.590
   84.14, 75.630, 10.829, 66.200, 62.070, 60.470
   85.36, 76.120, 11.005, 66.600, 62.670, 60.210
   86.60, 76.480, 11.184, 67.800, 62.440, 60.150
   87.85, 76.780, 11.405, 68.000, 61.890, 60.430
   89.13, 77.130, 11.657, 66.000, 61.800, 60.380
   90.42, 77.450, 11.915, 67.800, 62.040, 59.840
   91.73, 77.690, 12.136, 66.000, 62.270, 59.420
   93.06, 77.990, 12.376, 63.000, 62.820, 59.110
   94.41, 78.310, 12.679, 65.000, 63.690, 58.620
   95.77, 78.650, 13.004, 64.000, 64.080, 58.070
   97.16, 78.930, 13.353, 63.800, 63.710, 57.760
   98.57, 79.110, 13.743, 65.000, 63.300, 57.770
  100.00, 79.290, 14.145, 67.400, 63.240, 57.540
  101.45, 79.450, 14.574, 68.400, 63.240, 56.930
  102.92, 79.600, 15.035, 69.800, 63.200, 56.490
  104.41, 79.760, 15.509, 69.800, 63.600, 56.250
  105.93, 80.010, 16.073, 72.200, 64.310, 56.030
  107.46, 80.320, 16.714, 71.000, 64.300, 55.750
  109.02, 80.590, 17.402, 71.600, 63.780, 55.500
  110.60, 80.760, 18.075, 73.800, 63.620, 55.430
  112.20, 80.900, 18.775, 74.000, 63.710, 55.130
  113.83, 81.050, 19.593, 74.400, 63.700, 54.540
  115.48, 81.240, 20.445, 74.200, 63.670, 54.130
  117.15, 81.480, 21.261, 74.600, 64.070, 53.930
  118.85, 81.740, 22.161, 74.800, 64.730, 53.670
  120.57, 81.960, 23.072, 76.600, 64.740, 53.200
  122.32, 82.130, 23.966, 78.400, 64.490, 52.830
  124.09, 82.270, 24.808, 78.000, 64.530, 52.680
  125.89, 82.450, 25.591, 79.200, 64.550, 52.440
  127.72, 82.630, 26.248, 79.200, 64.430, 52.160
  129.57, 82.770, 26.766, 80.800, 64.380, 52.080
  131.45, 82.880, 27.108, 82.200, 64.750, 52.110
  133.35, 83.000, 27.264, 82.000, 65.070, 52.190
  135.29, 83.120, 27.233, 82.200, 64.780, 52.260
  137.25, 83.260, 26.952, 82.400, 64.370, 52.400
  139.24, 83.430, 26.521, 84.000, 64.140, 52.680
  141.25, 83.610, 25.977, 83.600, 63.860, 52.890
  143.30, 83.810, 25.327, 84.600, 63.500, 52.880
  145.38, 84.050, 24.580, 86.800, 63.250, 52.750
  147.49, 84.290, 23.773, 86.800, 63.340, 52.640
  149.62, 84.500, 22.940, 89.200, 63.380, 52.710
  151.79, 84.660, 22.110, 91.400, 62.990, 52.880
  153.99, 84.800, 21.286, 93.200, 62.670, 53.090
  156.22, 84.910, 20.422, 94.200, 62.590, 53.350
  158.49, 84.990, 19.615, 97.000, 62.540, 53.480
  160.79, 85.000, 18.927, 98.400, 62.400, 53.360
  163.12, 84.990, 18.285,100.000, 62.230, 53.110
  165.48, 84.960, 17.644,101.000, 62.220, 52.850
  167.88, 84.960, 17.064,101.000, 62.200, 52.730
  170.31, 85.020, 16.523,101.600, 61.960, 52.650
  172.78, 85.180, 16.017,101.200, 61.730, 52.440
  175.29, 85.380, 15.527,102.200, 61.580, 52.290
  177.83, 85.610, 15.069,102.800, 61.370, 52.380
  180.41, 85.830, 14.625,105.000, 61.070, 52.520
  183.02, 85.970, 14.243,106.200, 60.720, 52.420
  185.67, 86.050, 13.870,108.200, 60.500, 51.980
  188.36, 86.120, 13.524,110.000, 60.360, 51.390
  191.10, 86.190, 13.185,111.600, 60.080, 50.900
  193.87, 86.210, 12.870,113.000, 59.800, 50.540
  196.68, 86.170, 12.577,114.000, 59.650, 50.390
  199.53, 86.130, 12.305,115.600, 59.570, 50.580
  202.42, 86.110, 12.053,115.600, 59.480, 51.040
  205.35, 86.130, 11.819,116.600, 59.320, 51.460
  208.33, 86.180, 11.604,117.200, 59.230, 51.750
  211.35, 86.230, 11.392,118.400, 59.180, 51.880
  214.41, 86.260, 11.184,119.000, 58.880, 51.660
  217.52, 86.310, 10.980,120.000, 58.430, 51.130
  220.67, 86.370, 10.792,120.200, 58.060, 50.500
  223.87, 86.450, 10.619,120.800, 57.830, 49.750
  227.12, 86.540, 10.449,122.000, 57.690, 48.890
  230.41, 86.660, 10.306,122.600, 57.550, 48.280
  233.75, 86.780, 10.165,123.600, 57.470, 47.880
  237.14, 86.920, 10.014,124.600, 57.390, 47.260
  240.57, 87.060,  9.876,125.000, 57.050, 46.390
  244.06, 87.180,  9.752,126.400, 56.530, 45.630
  247.60, 87.270,  9.629,128.200, 56.020, 45.340
  251.19, 87.340,  9.519,129.200, 55.610, 45.330
  254.83, 87.390,  9.410,131.000, 55.270, 45.230
  258.52, 87.420,  9.313,132.800, 54.830, 44.910
  262.27, 87.430,  9.217,134.200, 54.430, 44.320
  266.07, 87.420,  9.122,135.600, 54.270, 43.800
  269.93, 87.370,  9.038,137.600, 54.220, 43.610
  273.84, 87.300,  8.956,138.600, 54.030, 43.360
  277.81, 87.190,  8.884,140.000, 53.500, 42.940
  281.84, 87.060,  8.812,141.800, 52.770, 42.260
  285.92, 86.920,  8.732,142.200, 52.140, 40.830
  290.07, 86.780,  8.661,142.400, 51.570, 38.750
  294.27, 86.630,  8.602,143.400, 51.100, 36.030
  298.54, 86.520,  8.543,142.800, 50.990, 34.310
  302.87, 86.510,  8.484,142.000, 51.170, 36.130
  307.26, 86.620,  8.435,142.000, 51.370, 39.070
  311.71, 86.800,  8.387,142.200, 51.480, 39.610
  316.23, 86.940,  8.339,143.200, 51.440, 38.430
  320.81, 86.960,  8.291,145.400, 51.060, 36.940
  325.46, 86.870,  8.243,146.200, 50.470, 35.800
  330.18, 86.770,  8.205,146.000, 50.130, 35.270
  334.97, 86.730,  8.168,146.600, 50.030, 35.060
  339.82, 86.770,  8.130,146.000, 49.720, 34.990
  344.75, 86.860,  8.093,146.200, 49.340, 34.820
  349.74, 86.950,  8.055,147.600, 48.980, 34.580
  354.81, 86.970,  8.028,148.800, 48.380, 34.170
  359.96, 86.890,  8.009,150.600, 47.510, 33.130
  365.17, 86.730,  8.000,151.400, 46.760, 31.380
  370.47, 86.550,  7.982,152.200, 46.590, 29.760
  375.84, 86.450,  7.963,151.000, 46.860, 28.770
  381.29, 86.470,  7.936,150.000, 47.080, 27.720
  386.81, 86.560,  7.908,149.400, 47.010, 26.470
  392.42, 86.700,  7.890,149.000, 46.610, 25.780
  398.11, 86.890,  7.872,149.400, 46.230, 26.260
  403.88, 87.020,  7.845,151.000, 46.170, 26.320
  409.73, 87.070,  7.827,152.400, 46.120, 25.130
  415.67, 87.050,  7.809,153.200, 45.980, 26.340
  421.70, 87.020,  7.791,154.200, 45.770, 31.100
  427.81, 86.920,  7.782,155.400, 45.180, 34.110
  434.01, 86.810,  7.764,155.600, 44.310, 33.120
  440.30, 86.780,  7.746,155.000, 43.460, 31.670
  446.68, 86.890,  7.737,154.600, 42.650, 31.420
  453.16, 87.060,  7.728,155.000, 42.280, 31.410
  459.73, 87.200,  7.711,156.400, 42.630, 30.060
  466.39, 87.260,  7.702,158.200, 42.990, 28.200
  473.15, 87.200,  7.693,160.000, 42.560, 29.650
  480.01, 87.070,  7.684,161.400, 41.470, 32.800
  486.97, 86.880,  7.675,163.000, 40.500, 33.750
  494.03, 86.690,  7.666,163.000, 40.020, 34.030
  501.19, 86.630,  7.666,162.800, 39.810, 34.990
  508.45, 86.620,  7.658,162.600, 39.480, 35.740
  515.82, 86.480,  7.649,163.800, 39.050, 35.920
  523.30, 86.330,  7.649,162.800, 38.690, 35.880
  530.88, 86.400,  7.640,160.400, 38.070, 36.700
  538.58, 86.620,  7.640,160.800, 36.910, 38.290
  546.39, 86.640,  7.631,164.600, 35.320, 39.530
  554.31, 86.330,  7.631,166.800, 33.500, 40.420
  562.34, 85.990,  7.631,166.000, 31.800, 41.180
  570.49, 85.830,  7.631,163.800, 30.280, 41.370
  578.76, 85.680,  7.631,164.200, 29.130, 41.120
  587.15, 85.520,  7.631,162.600, 28.460, 40.670
  595.66, 85.630,  7.631,158.600, 27.760, 40.310
  604.30, 86.060,  7.631,157.200, 26.640, 40.330
  613.06, 86.490,  7.640,157.400, 25.250, 39.890
  621.94, 86.800,  7.658,159.400, 24.950, 38.030
  630.96, 86.890,  7.684,162.200, 25.550, 36.480
  640.10, 86.600,  7.720,165.800, 24.000, 35.710
  649.38, 86.140,  7.755,165.600, 22.560, 33.080
  658.79, 86.010,  7.773,161.400, 25.790, 27.430
  668.34, 86.220,  7.746,160.400, 31.370, 21.330
  678.03, 86.440,  7.702,161.800, 35.700, 19.620
  687.86, 86.590,  7.675,160.600, 38.310, 21.950
  697.83, 86.640,  7.666,163.000, 39.940, 24.290
  707.95, 86.450,  7.666,166.000, 41.170, 25.330
  718.21, 86.120,  7.658,164.400, 41.250, 25.560
  728.62, 85.980,  7.658,161.400, 40.060, 25.570
  739.18, 86.240,  7.658,158.400, 39.000, 25.480
  749.89, 86.690,  7.658,157.600, 38.450, 26.060
  760.76, 87.070,  7.658,158.800, 37.840, 27.690
  771.79, 87.190,  7.658,161.600, 36.720, 29.120
  782.98, 87.080,  7.658,163.000, 35.570, 29.250
  794.33, 87.140,  7.658,160.000, 35.680, 29.560
  805.84, 87.530,  7.658,160.000, 36.710, 31.530
  817.52, 87.840,  7.658,162.600, 37.610, 33.680
  829.37, 87.940,  7.658,164.200, 38.580, 34.740
  841.40, 87.860,  7.666,166.800, 39.120, 34.390
  853.59, 87.580,  7.666,168.800, 38.370, 33.300
  865.96, 87.390,  7.675,166.400, 36.970, 32.360
  878.52, 87.560,  7.693,164.400, 35.820, 30.350
  891.25, 88.060,  7.720,163.000, 35.630, 27.190
  904.17, 88.540,  7.720,166.200, 36.480, 23.350
  917.28, 88.620,  7.702,172.600, 36.920, 19.450
  930.57, 88.360,  7.684,174.600, 35.700, 19.060
  944.06, 87.820,  7.684,178.600, 33.710, 22.110
  957.75, 87.100,  7.693,179.000, 31.630, 24.340
  971.63, 86.630,  7.702,174.200, 28.900, 24.510
  985.71, 86.720,  7.702,168.200, 25.610, 24.300
 1000.00, 87.210,  7.711,166.000, 23.440, 25.150
 1014.50, 87.730,  7.720,166.200, 23.700, 25.630
 1029.20, 88.280,  7.728,166.000, 24.750, 24.740
 1044.12, 88.750,  7.728,170.400, 25.280, 24.260
 1059.25, 88.760,  7.737,176.000, 26.120, 24.430
 1074.61, 88.460,  7.755,177.800, 27.670, 24.570
 1090.18, 88.150,  7.764,179.600, 29.530, 25.510
 1105.99, 87.890,  7.773,-179.400, 31.890, 26.560
 1122.02, 87.680,  7.791,178.800, 34.800, 27.070
 1138.28, 87.290,  7.800,-177.000, 37.240, 28.060
 1154.78, 87.130,  7.818,175.800, 38.390, 28.830
 1171.52, 87.510,  7.827,172.400, 38.150, 28.130
 1188.50, 87.960,  7.836,174.800, 37.330, 27.050
 1205.73, 88.200,  7.854,174.200, 37.110, 26.850
 1223.21, 88.390,  7.863,177.600, 37.110, 26.610
 1240.94, 88.850,  7.881,173.400, 36.610, 26.630
 1258.93, 89.300,  7.899,-179.000, 36.540, 28.100
 1277.17, 88.760,  7.908,-168.600, 36.890, 29.310
 1295.69, 87.480,  7.908,-166.400, 36.910, 29.740
 1314.47, 86.760,  7.936,-174.800, 37.660, 30.320
 1333.52, 86.880,  7.963,179.000, 38.910, 30.140
 1352.85, 87.330,  7.991,177.800, 39.420, 28.970
 1372.46, 87.550,  8.000,-179.800, 39.810, 27.670
 1392.36, 87.640,  8.028,177.000, 40.810, 26.960
 1412.54, 88.220,  8.037,172.400, 42.250, 27.040
 1433.01, 88.790,  8.037,177.800, 43.710, 27.720
 1453.78, 88.910,  8.055,178.400, 44.660, 28.650
 1474.86, 89.150,  8.093,178.000, 45.590, 29.370
 1496.24, 89.730,  8.130,177.600, 47.540, 30.290
 1517.92, 90.280,  8.168,-177.600, 49.650, 31.210
 1539.93, 90.290,  8.215,-170.800, 50.890, 31.410
 1562.25, 89.750,  8.272,-167.000, 51.870, 31.240
 1584.89, 89.770,  8.329,-176.200, 52.800, 31.370
 1607.87, 90.860,  8.396,-178.400, 53.490, 31.470
 1631.17, 92.070,  8.464,-171.600, 54.280, 31.780
 1654.82, 93.020,  8.562,-167.000, 55.310, 32.370
 1678.80, 93.520,  8.671,-153.600, 56.310, 32.470
 1703.14, 93.250,  8.812,-140.200, 57.380, 32.310
 1727.83, 92.630,  8.966,-133.600, 58.350, 31.770
 1752.87, 91.950,  9.091,-125.400, 58.720, 31.420
 1778.28, 91.240,  9.164,-117.600, 58.860, 32.550
 1804.06, 90.720,  9.154,-113.200, 59.070, 34.690
 1830.21, 90.030,  9.049,-104.200, 58.880, 36.050
 1856.74, 88.520,  8.894,-88.400, 58.030, 35.690
 1883.65, 86.560,  8.742,-86.600, 57.210, 34.750
 1910.95, 84.370,  8.612,-79.000, 56.470, 34.740
 1938.65, 81.400,  8.513,-77.200, 55.110, 35.380
 1966.75, 78.660,  8.445,-90.200, 53.570, 36.150
 1995.26, 77.110,  8.396,-109.400, 52.000, 37.230
 2024.18, 75.900,  8.367,-113.200, 50.140, 38.160
 2053.53, 74.910,  8.358,-127.400, 48.150, 38.550
 2083.29, 75.040,  8.358,-144.800, 46.230, 38.350
 2113.49, 75.750,  8.367,-149.800, 44.490, 37.830
 2144.12, 75.800,  8.377,-153.600, 42.850, 37.510
 2175.20, 75.350,  8.396,-157.200, 41.720, 37.480
 2206.73, 76.040,  8.416,176.000, 41.060, 37.870
 2238.72, 78.220,  8.445,166.800, 40.440, 38.510
 2271.17, 80.120,  8.464,174.000, 40.050, 38.680
 2304.09, 80.550,  8.494,-175.000, 39.330, 38.180
 2337.49, 79.640,  8.523,-170.000, 38.150, 37.020
 2371.37, 78.910,  8.552,-178.000, 36.960, 35.040
 2405.75, 79.870,  8.582,164.600, 35.310, 32.680
 2440.62, 81.380,  8.622,168.600, 33.770, 30.700
 2476.00, 81.870,  8.661,177.000, 32.270, 30.510
 2511.89, 81.710,  8.691,175.400, 30.720, 32.700
 2548.30, 81.620,  8.732,174.200, 30.410, 35.370
 2585.23, 81.810,  8.762,174.000, 30.910, 36.670
 2622.71, 82.780,  8.782,163.600, 32.010, 36.690
 2660.73, 83.750,  8.802,174.800, 33.730, 36.500
 2699.29, 83.420,  8.833,-176.400, 35.160, 36.360
 2738.42, 82.560,  8.853,-177.200, 35.750, 36.230
 2778.11, 82.460,  8.873,176.400, 35.620, 36.430
 2818.38, 83.000,  8.894,174.600, 34.850, 36.630
 2859.24, 83.130,  8.925,-178.200, 33.550, 36.440
 2900.68, 82.300,  8.956,-175.200, 32.330, 36.220
 2942.73, 81.610,  8.986,174.800, 32.010, 36.260
 2985.38, 82.570,  9.018,162.000, 32.680, 36.460
 3028.66, 83.740,  9.049,169.200, 33.510, 36.970
 3072.56, 83.770,  9.091,171.800, 34.130, 37.620
 3117.09, 84.090,  9.122,166.200, 34.280, 37.960
 3162.28, 84.720,  9.164,172.000, 33.880, 38.280
 3208.12, 84.780,  9.206,175.000, 33.120, 39.170
 3254.62, 84.990,  9.249,170.800, 31.960, 40.660
 3301.79, 85.230,  9.292,177.400, 31.120, 41.920
 3349.65, 84.900,  9.324,-177.000, 31.650, 42.030
 3398.21, 84.960,  9.356,172.600, 32.900, 40.790
 3447.47, 85.300,  9.388,-178.200, 33.430, 38.850
 3497.44, 84.710,  9.432,-174.000, 32.890, 37.220
 3548.13, 83.990,  9.475,-178.000, 31.710, 36.150
 3599.56, 84.100,  9.519,175.600, 30.580, 34.930
 3651.74, 84.190,  9.563,177.400, 29.840, 33.470
 3704.67, 84.290,  9.596,173.400, 29.420, 32.580
 3758.37, 85.240,  9.640,168.200, 29.520, 32.370
 3812.85, 85.880,  9.865,174.400, 34.810, 36.060
 3868.12, 80.660,  9.508,178.600, 38.350, 36.560
 3924.19, 69.570,  8.543, 14.400, 28.350, 24.270
 3981.07, 62.870,  8.018,-134.200, 16.510, 12.430
 4038.78, 67.540,  8.158,-83.400, 19.960, 15.920
 4097.32, 78.420,  9.133,-171.200, 31.850, 28.700
 4156.71, 84.340,  9.956,-173.600, 34.130, 35.030
 4216.97, 84.470, 10.048,-173.200, 31.530, 34.900
 4278.09, 84.350, 10.106,-178.400, 31.660, 35.180
 4340.10, 84.960, 10.153,174.200, 31.560, 35.590
 4403.01, 85.570, 10.200,177.400, 31.520, 35.890
 4466.84, 86.050, 10.247,175.400, 31.690, 36.240
 4531.58, 86.760, 10.294,176.400, 32.210, 36.910
 4597.27, 87.300, 10.354,-176.200, 32.800, 37.420
 4663.91, 87.210, 10.401,-170.400, 33.340, 37.130
 4731.51, 86.890, 10.461,-169.000, 33.900, 36.870
 4800.10, 86.500, 10.522,-165.400, 34.410, 37.660
 4869.68, 85.970, 10.570,-163.000, 35.560, 38.420
 4940.26, 85.770, 10.619,-169.600, 37.390, 38.500
 5011.87, 85.680, 10.680,-165.000, 38.350, 38.750
 5084.52, 85.650, 10.742,-172.200, 37.760, 39.200
 5158.22, 85.930, 10.804,-170.800, 36.360, 39.350
 5232.99, 86.210, 10.867,-171.000, 35.180, 39.230
 5308.84, 86.330, 10.929,-169.000, 34.520, 39.250
 5385.80, 86.420, 10.992,-168.200, 33.530, 39.250
 5463.87, 86.430, 11.056,-165.200, 31.920, 39.020
 5543.07, 86.400, 11.120,-166.000, 30.480, 39.150
 5623.41, 86.260, 11.197,-162.200, 29.630, 39.460
 5704.93, 85.940, 11.261,-163.800, 28.390, 39.130
 5787.62, 85.720, 11.339,-166.400, 26.400, 38.540
 5871.51, 85.870, 11.405,-167.000, 24.760, 38.050
 5956.62, 86.430, 11.484,-173.200, 24.350, 37.530
 6042.96, 87.220, 11.550,-171.200, 25.090, 37.490
 6130.56, 87.890, 11.630,-165.800, 25.400, 37.790
 6219.42, 88.040, 11.711,-160.600, 24.090, 37.810
 6309.57, 87.750, 11.792,-154.800, 22.650, 37.770
 6401.03, 87.390, 11.874,-153.000, 23.980, 37.570
 6493.82, 87.170, 11.970,-154.200, 28.160, 37.020
 6587.95, 87.310, 12.053,-155.000, 32.130, 36.520
 6683.44, 87.700, 12.122,-151.600, 34.480, 36.100
 6780.32, 87.860, 12.192,-145.600, 35.870, 35.810
 6878.60, 87.530, 12.235,-139.400, 36.570, 36.060
 6978.31, 86.680, 12.291,-131.200, 35.910, 36.630
 7079.46, 85.380, 12.348,-129.200, 34.550, 36.950
 7182.08, 84.070, 12.419,-131.800, 34.450, 36.730
 7286.18, 83.220, 12.491,-138.800, 35.020, 36.070
 7391.80, 83.070, 12.577,-144.200, 35.120, 35.170
 7498.94, 83.550, 12.665,-154.800, 35.050, 34.150
 7607.64, 84.320, 12.738,-154.400, 35.070, 33.160
 7717.92, 84.840, 12.826,-152.800, 35.020, 32.260
 7829.79, 84.630, 12.900,-146.200, 34.750, 31.690
 7943.28, 84.020, 12.989,-147.000, 34.690, 31.620
 8058.42, 83.920, 13.079,-156.200, 34.800, 31.720
 8175.23, 84.560, 13.170,-158.600, 34.630, 32.350
 8293.73, 85.280, 13.261,-155.600, 34.820, 33.140
 8413.95, 85.620, 13.353,-151.000, 35.510, 33.170
 8535.91, 85.590, 13.446,-148.400, 35.780, 33.610
 8659.64, 85.390, 13.539,-147.400, 35.680, 34.950
 8785.17, 85.280, 13.649,-147.800, 35.620, 35.510
 8912.51, 85.270, 13.743,-148.600, 35.360, 33.850
 9041.70, 85.530, 13.839,-151.200, 35.230, 30.590
 9172.76, 86.040, 13.951,-151.000, 35.560, 28.850
 9305.72, 86.330, 14.047,-146.600, 35.850, 29.750
 9440.61, 86.320, 14.161,-144.800, 36.140, 31.070
 9577.45, 86.740, 14.275,-148.800, 36.330, 31.340
 9716.28, 87.960, 14.391,-149.400, 36.110, 31.330
 9857.12, 89.310, 14.491,-140.000, 35.140, 31.700
10000.00, 89.760, 14.591,-123.400, 32.000, 32.140
10144.95, 88.870, 14.675,-106.200, 25.920, 32.190
10292.01, 87.100, 14.760,-97.200, 22.070, 31.560
10441.19, 85.340, 14.862,-96.000, 24.730, 30.600
10592.54, 83.940, 14.948,-96.600, 28.890, 29.600
10746.08, 82.570, 15.069,-94.800, 30.730, 27.880
10901.84, 80.990, 15.174,-96.000, 31.320, 25.960
11059.87, 79.720, 15.296,-105.200, 31.280, 26.030
11220.18, 79.190, 15.402,-115.600, 30.970, 27.270
11382.82, 79.110, 15.527,-120.800, 30.690, 27.770
11547.82, 79.250, 15.635,-128.400, 30.450, 27.730
11715.21, 79.470, 15.761,-129.200, 30.490, 27.320
11885.02, 79.680, 15.889,-133.400, 30.960, 25.990
12057.30, 80.280, 16.017,-140.200, 31.550, 24.370
12232.07, 80.970, 16.128,-137.200, 32.250, 23.360
12409.38, 81.130, 16.259,-135.000, 32.860, 23.230
12589.25, 81.010, 16.390,-134.800, 32.870, 23.750
12771.74, 81.100, 16.504,-137.600, 32.790, 23.580
12956.87, 81.520, 16.638,-141.800, 33.210, 22.660
13144.68, 81.900, 16.772,-138.000, 33.480, 22.460
13335.21, 82.060, 16.888,-136.000, 32.710, 25.380
13528.51, 82.430, 17.025,-139.400, 31.210, 28.590
13724.61, 82.940, 17.163,-136.000, 30.410, 27.260
13923.55, 82.790, 17.282,-128.600, 30.130, 25.150
14125.38, 82.310, 17.422,-129.600, 29.680, 24.530
14330.13, 82.800, 17.542,-140.400, 29.730, 23.400
14537.84, 83.750, 17.684,-134.400, 30.230, 21.770
14748.57, 84.020, 17.827,-126.600, 30.770, 19.730
14962.36, 84.010, 17.972,-126.400, 31.240, 17.010
